"YEAR","SERIAL","MONTH","CPSID","ASECFLAG","ASECWTH","STATEFIP","STATECENSUS","COUNTY","METFIPS","METRO","OWNERSHP","HHINCOME","PUBHOUS","RENTSUB","HEATSUB","HEATVAL","FOODSTMP","STAMPNO","STAMPMO","ATELUNCH","FAMINC","PERNUM","CPSIDP","CPSIDV","ASECWT","RELATE","AGE","SEX","RACE","MARST","BPL","YRIMMIG","CITIZEN","HISPAN","EMPSTAT","LABFORCE","OCC","IND","CLASSWKR","UHRSWORKT","UHRSWORK1","WHYUNEMP","EDUC","DIFFHEAR","DIFFEYE","DIFFMOB","OCCLY","INDLY","CLASSWLY","WORKLY","PENSION","FIRMSIZE","FTOTVAL","INCTOT","INCWAGE","INCBUS","INCFARM","INCSS","INCWELFR","INCRETIR","INCSSI","INCINT","INCDIVID","INCRENT","CTCCRD","ACTCCRD","ADJGINC","EITCRED","FEDTAX","FEDTAXAC","MARGTAX","STATETAX","STATAXAC","TAXINC","OFFPOV","MIGSTA1","WHYMOVE","MIGRATE1","PAIDGH","HIMCARENW","HIMCAIDNW","CAIDNW","VETLAST","UNION"
2024,82757,3,2.02313e+13,1,2133.04,6,93,6059,31080,2,10,174200,0,0,1,0,1,0,0,3,842,5,2.02313e+13,2.02313e+14,2041.27,301,14,2,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,174200,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,81323,3,2.02401e+13,1,1808.41,6,93,6037,31080,2,10,104015,0,0,1,0,1,0,0,99,730,5,2.02401e+13,2.02401e+14,2041.98,301,21,1,100,6,9900,0,1,500,22,2,0,0,0,999,999,6,81,1,1,1,0,0,0,1,0,0,104015,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,3,0,1,1,1,0,0
2024,83407,3,2.02302e+13,1,1873.59,6,93,0,40140,3,10,181750,0,0,1,0,1,0,0,1,842,4,2.02302e+13,2.02302e+14,1699.2,301,14,1,100,6,9900,0,1,600,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,131750,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,86792,3,2.02313e+13,1,2629.55,6,93,6077,44700,3,10,88520,0,0,1,0,2,7,12,3,841,3,2.02313e+13,2.02313e+14,8261.77,301,46,1,300,6,9900,0,1,100,21,2,440,580,21,999,999,2,81,1,1,1,440,580,22,2,1,1,30000,30000,30000,0,0,0,0,99999999,0,0,0,0,0,0,30000,0,1718,1718,12,389,240,16150,2,99,0,1,0,1,2,2,0,0
2024,86038,3,2.02303e+13,1,2375.06,6,93,0,41940,2,22,350900,1,1,1,0,1,0,0,2,843,1,2.02303e+13,2.02303e+14,2375.06,101,39,2,651,1,50000,2013,5,0,10,2,735,3390,21,40,40,0,125,1,1,1,735,3390,22,2,3,9,350900,150300,150000,0,0,0,0,99999999,0,300,0,0,4000,0,350900,0,59168,59168,24,22665,21485,323200,2,99,0,1,21,1,1,1,0,0
2024,81959,3,2.02413e+13,1,2208.54,6,93,6037,31080,3,22,85000,1,1,1,0,1,0,0,99,710,1,2.02413e+13,2.02413e+14,2208.54,101,31,2,100,6,9900,0,1,200,10,2,4110,8680,21,25,25,0,91,1,1,1,4110,8680,22,2,1,5,25000,25000,25000,0,0,0,0,99999999,0,0,0,0,0,0,25000,0,1118,1118,12,289,94,11150,2,99,0,1,0,1,2,2,0,0
2024,82449,3,2.02212e+13,1,3590.26,6,93,6059,31080,3,10,0,0,0,1,0,1,0,0,99,830,1,2.02212e+13,2.02212e+14,3590.26,101,80,2,100,1,9900,0,1,0,36,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,2,1,1,0,0
2024,82239,3,2.02413e+13,1,2114.43,6,93,6037,31080,3,10,140442,0,0,1,0,1,0,0,1,842,4,2.02413e+13,2.02413e+14,2182.55,701,38,1,100,1,9900,0,1,600,21,2,7020,6690,21,999,999,4,91,1,1,1,7020,6690,22,2,1,9,44941,20941,20400,0,0,0,0,99999999,0,541,0,0,1724,276,44941,1307,0,-1583,10,476,0,17241,2,99,0,1,0,1,2,2,0,0
2024,83840,3,2.02313e+13,1,3050.07,6,93,0,40140,3,10,156000,0,0,1,0,1,0,0,99,843,4,2.02313e+13,2.02313e+14,2235.92,501,44,2,100,1,20000,2003,5,100,10,2,9620,6390,21,40,40,0,73,1,1,1,9620,6390,22,2,1,2,78000,30000,30000,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,86075,3,2.02303e+13,1,3885.1,6,93,0,41940,2,22,171580,1,1,1,0,1,0,0,99,841,1,2.02303e+13,2.02303e+14,3885.1,101,73,2,100,6,9900,0,1,0,36,1,0,0,0,999,999,0,81,1,1,1,0,0,0,1,0,0,84079,84079,0,0,0,21179,0,0,0,500,0,0,0,0,80902,0,9652,9652,22,2144,1856,65202,2,99,0,1,21,2,1,1,0,0
2024,81714,3,2.02313e+13,1,2090.17,6,93,6037,31080,3,10,70130,0,0,1,0,1,0,0,99,842,2,2.02413e+13,2.02413e+14,2090.17,202,36,2,100,1,9900,0,1,100,10,2,3255,8270,21,40,40,0,81,1,1,1,3255,8270,22,2,1,2,70130,40010,40000,0,0,0,0,99999999,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,80872,3,2.02303e+13,1,2485.37,6,93,6037,31080,2,22,225502,1,1,1,0,1,0,0,99,843,2,2.02303e+13,2.02303e+14,2485.37,1116,55,1,651,6,52100,1974,4,0,10,2,710,7390,21,50,50,0,123,1,1,1,710,7390,22,2,1,1,135001,135001,120000,0,0,0,0,99999999,0,10001,5000,0,0,0,135001,0,21721,21721,24,8268,8124,119881,2,99,0,1,0,1,1,1,0,0
2024,82219,3,2.02413e+13,1,2143.79,6,93,6037,31080,2,22,96852,1,1,1,0,1,0,0,2,830,3,2.02413e+13,2.02413e+14,2626.43,301,24,2,100,6,9900,0,1,0,10,2,2001,8090,21,27,27,0,111,1,1,1,0,0,0,1,0,0,96852,1750,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,81286,3,2.02302e+13,1,1953.69,6,93,6037,31080,3,22,92000,1,1,1,0,1,0,0,2,820,3,2.02302e+13,2.02302e+14,1915.66,301,24,1,100,6,20000,2001,5,100,10,2,9620,4070,21,40,40,0,73,1,1,1,9620,4070,22,2,1,2,92000,32000,32000,0,0,0,0,99999999,0,0,0,0,0,0,32000,0,1958,1958,12,468,324,18150,2,99,0,1,0,1,2,2,0,0
2024,86094,3,2.02402e+13,1,2008.28,6,93,0,41940,3,10,154190,0,0,1,0,1,0,0,2,842,4,2.02402e+13,2.02402e+14,2108.57,301,15,1,100,6,9900,0,1,600,34,1,0,0,0,999,999,0,30,1,1,1,0,0,0,1,0,0,154190,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,2,2,0,0
2024,82387,3,2.02401e+13,1,1953.84,6,93,6059,31080,2,10,136000,0,0,1,0,1,0,0,0,842,5,2.02401e+13,2.02401e+14,3472.65,301,0,2,100,6,9900,0,1,100,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,136000,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,0,0,0,0,1,1,1,0,0
2024,80261,3,2.02403e+13,1,1917.36,6,93,6007,17020,4,22,30160,1,1,1,0,2,5,12,4,720,5,2.02403e+13,2.02403e+14,1733.8,301,10,1,100,6,9900,0,1,100,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,30160,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,1,99,0,1,0,1,2,2,0,0
2024,82152,3,2.02313e+13,1,2247.35,6,93,6037,31080,2,10,180000,0,0,1,0,1,0,0,0,843,4,2.02313e+13,2.02313e+14,2708.13,301,9,1,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,180000,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,2,2,0,0
2024,79905,3,2.02413e+13,1,2309.96,6,93,0,99998,1,10,90001,0,0,1,0,1,0,0,3,841,3,2.02413e+13,2.02413e+14,2313.12,301,11,1,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,90001,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,84440,3,2.02312e+13,1,1947.9,6,93,6053,41500,2,22,29424,1,2,2,420,2,1,12,1,600,2,2.02312e+13,2.02312e+14,1768.19,901,12,2,100,6,9900,0,1,100,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,29424,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,2,2,0,0
2024,83579,3,2.02313e+13,1,1651.69,6,93,0,40140,3,10,88600,0,0,1,0,1,0,0,99,841,1,2.02313e+13,2.02313e+14,1651.69,101,50,2,100,5,9900,0,1,0,10,2,9130,5391,21,25,25,0,73,1,1,1,9130,5391,22,2,2,9,88600,16000,16000,0,0,0,0,99999999,0,0,0,0,0,0,16000,3995,0,-3995,0,53,-426,0,2,99,0,1,0,1,1,1,0,0
2024,82573,3,2.02312e+13,1,2107.9,6,93,6059,31080,3,10,106622,0,0,1,0,1,0,0,2,843,3,2.02312e+13,2.02312e+14,2292.95,301,17,1,100,6,9900,0,1,0,34,1,0,0,0,999,999,0,50,1,1,1,0,0,0,1,0,0,106622,11,0,0,0,0,0,99999999,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,82417,3,2.02303e+13,1,3733.09,6,93,6059,31080,3,10,322794,0,0,1,0,1,0,0,99,842,3,2.02303e+13,2.02303e+14,4744.11,1001,58,2,100,1,9900,0,1,0,32,1,0,0,0,999,999,0,92,1,1,1,0,0,0,1,0,0,232904,16402,0,0,0,0,0,0,14400,2002,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,2,2,2,0,0
2024,83545,3,2.02413e+13,1,2070.62,6,93,0,40140,2,10,334253,0,0,1,0,1,0,0,0,842,4,2.02413e+13,2.02413e+14,2115.81,301,20,1,100,6,9900,0,1,100,10,2,9600,6390,21,40,40,0,81,1,1,1,9600,6390,22,2,3,7,334253,47002,45000,0,0,0,0,99999999,0,2,0,0,0,0,45002,0,3518,3518,12,1001,857,31152,2,99,0,1,0,1,1,1,0,0
2024,80940,3,2.02402e+13,1,2592.2,6,93,6037,31080,3,10,57011,0,0,1,0,1,0,0,99,843,1,2.02402e+13,2.02402e+14,2592.2,101,65,2,651,1,50040,1985,4,0,36,1,0,0,0,999,999,0,111,1,1,1,0,0,0,1,0,0,57011,27005,0,0,0,0,0,0,0,12005,0,15000,0,0,92011,0,2477,2477,12,2123,1547,61311,2,99,0,1,10,2,1,1,0,0
2024,84527,3,2.02402e+13,1,4256.61,6,93,6073,41740,3,10,117304,0,0,1,0,1,0,0,99,843,2,2.02402e+13,2.02402e+14,4256.61,1116,31,2,100,6,9900,0,1,0,10,2,3640,7980,21,38,38,0,81,1,1,1,3640,7980,22,2,2,1,47203,47203,42000,0,0,0,0,99999999,0,3,0,0,0,0,47003,0,3758,3758,12,1121,977,33153,2,99,0,1,0,1,1,1,0,0
2024,86532,3,2.02403e+13,1,4899.17,6,93,6083,42200,2,22,158000,1,1,1,0,1,0,0,99,843,1,2.02413e+13,2.02413e+14,4899.17,101,30,2,100,6,9900,0,1,100,10,2,630,170,21,40,40,0,111,1,1,1,630,170,22,2,1,9,82000,82000,80000,0,0,0,0,99999999,0,2000,0,0,0,0,82000,0,10301,10301,22,3780,3636,68150,2,6,4,4,21,1,1,1,0,0
2024,82100,3,2.02413e+13,1,2134.47,6,93,6037,31080,3,10,39566,0,0,1,0,1,0,0,0,843,2,2.02413e+13,2.02413e+14,2134.47,202,69,2,100,1,9900,0,1,0,21,2,5240,7390,21,999,999,5,123,1,1,1,0,0,0,1,0,0,39566,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,2,1,1,0,0
2024,83746,3,2.02402e+13,1,1738.24,6,93,0,40140,3,10,227803,0,0,2,1000,1,0,0,0,843,1,2.02402e+13,2.02402e+14,1738.24,101,47,2,100,1,9900,0,1,100,10,2,1220,7870,21,40,40,0,111,1,1,1,1220,7870,22,2,3,9,227803,169001,80000,0,0,0,0,99999999,0,89001,0,0,3000,0,150003,0,14522,14522,22,6258,4632,122303,2,99,0,1,0,1,1,1,0,0
2024,85992,3,2.02401e+13,1,3015.13,6,93,0,41860,2,22,118400,1,1,1,0,1,0,0,1,820,2,2.02401e+13,2.02401e+14,3015.13,202,32,2,801,1,20000,2011,5,100,34,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,118400,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,2,2,0,0
2024,82742,3,2.02313e+13,1,2239.59,6,93,6059,31080,3,10,143002,0,0,1,0,1,0,0,0,830,3,2.02313e+13,2.02313e+14,2755.59,301,18,1,100,6,9900,0,1,0,34,1,0,0,0,999,999,0,81,1,1,1,0,0,0,1,0,0,143002,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,80773,3,2.02212e+13,1,2095.04,6,93,6037,31080,2,22,15179,2,0,1,0,2,1,12,99,100,1,2.02212e+13,2.02212e+14,2095.04,101,85,1,651,5,51800,1981,4,0,36,1,0,0,0,999,999,0,20,1,1,1,0,0,0,1,0,0,15179,15179,0,0,0,15179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,2,1,1,0,0
2024,86564,3,2.02413e+13,1,2616.64,6,93,6083,42200,3,22,58000,1,1,1,0,1,0,0,99,720,2,2.02413e+13,2.02413e+14,2438.29,1115,28,2,100,6,9900,0,1,100,34,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,1,2,2,0,0
2024,82120,3,2.02413e+13,1,2385.2,6,93,6037,31080,2,22,72100,1,1,1,0,1,0,0,2,830,2,2.02413e+13,2.02413e+14,2385.2,202,37,2,651,1,51100,2015,5,0,34,1,0,0,0,999,999,0,73,1,1,1,0,0,0,1,0,0,72100,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,83763,3,2.02303e+13,1,1811.78,6,93,0,40140,3,10,236063,0,0,1,0,1,0,0,2,843,1,2.02303e+13,2.02303e+14,1811.78,101,38,1,100,1,20000,2003,4,100,10,2,9130,6170,14,60,60,0,73,1,1,1,9130,6170,14,2,1,1,236063,80100,80000,0,0,0,0,99999999,0,100,0,0,4000,0,80100,0,1848,1848,12,1579,399,52400,2,99,0,1,0,1,1,1,0,0
2024,81779,3,2.02413e+13,1,2050.61,6,93,6037,31080,2,22,23000,1,1,1,0,2,2,12,1,720,2,2.02413e+13,2.02413e+14,2050.61,202,36,1,100,1,20000,1991,5,100,10,2,6260,770,13,30,30,0,73,1,1,1,6260,770,13,2,1,1,23000,23000,0,23000,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,1,0,1,1,1,0,0
2024,83776,3,2.02212e+13,1,2078.02,6,93,0,40140,3,10,242473,0,0,1,0,1,0,0,1,842,1,2.02212e+13,2.02212e+14,2078.02,101,34,2,100,1,20000,2005,4,100,10,2,120,8191,21,40,40,0,91,1,1,1,120,770,22,2,3,7,242473,85060,85000,0,0,0,0,99999999,0,60,0,0,4000,0,197473,0,23825,23825,22,10673,9493,169773,2,99,0,1,21,1,1,1,0,1
2024,81956,3,2.02413e+13,1,2157.59,6,93,6037,31080,2,22,27736,1,1,1,0,2,4,12,2,740,1,2.02413e+13,2.02413e+14,2157.59,101,35,2,100,6,9900,0,1,100,10,2,5240,1480,21,32,32,0,73,1,2,1,5240,1480,22,2,1,7,27736,27736,26000,0,0,0,1016,99999999,0,0,0,0,563,3525,26720,6343,0,-9868,10,153,-1221,5920,1,99,0,1,0,1,2,2,0,0
2024,84369,3,2.02413e+13,1,1817.73,6,93,6067,40900,3,10,82510,0,0,1,0,1,0,0,99,841,3,2.02413e+13,2.02413e+14,3593.55,301,43,1,100,6,9900,0,1,100,10,2,9620,170,21,37,37,0,92,1,1,1,9620,170,22,2,1,2,82510,22510,22500,0,0,0,0,99999999,0,10,0,0,0,0,22510,0,866,866,10,239,21,8660,2,99,0,1,21,1,1,1,0,0
2024,86490,3,2.02413e+13,1,2597.79,6,93,6087,42100,3,10,304130,0,0,1,0,1,0,0,0,843,2,2.02413e+13,2.02413e+14,2597.79,202,57,2,100,1,41400,1974,5,0,10,2,2600,8564,13,80,80,0,111,1,1,1,2600,8564,13,2,1,1,304130,95065,0,90000,0,0,0,99999999,0,2565,2500,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,83182,3,2.02313e+13,1,2206.31,6,93,0,40140,2,10,90000,0,0,1,0,1,0,0,0,820,2,2.02313e+13,2.02313e+14,2206.31,202,41,2,100,1,9900,0,1,0,34,1,0,0,0,999,999,0,111,1,1,1,0,0,0,1,0,0,90000,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,83314,3,2.02302e+13,1,3673.3,6,93,0,40140,2,10,130080,0,0,1,0,2,1,12,99,843,1,2.02302e+13,2.02302e+14,3673.3,101,70,2,100,5,9900,0,1,0,10,2,2545,7860,27,25,25,0,73,1,1,1,2545,7860,27,2,1,9,124300,67884,18000,0,0,4332,0,0,0,0,0,0,0,0,67234,0,6645,6645,22,2197,1909,51534,2,99,0,1,0,2,1,1,0,0
2024,80106,3,2.02312e+13,1,2318.15,6,93,6029,12540,2,10,98885,0,0,1,0,1,0,0,0,470,2,2.02312e+13,2.02312e+14,2121.67,301,6,2,651,6,51500,2024,5,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,32001,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,6,10,3,0,1,1,1,0,0
2024,81996,3,2.02413e+13,1,3254.25,6,93,6037,31080,2,22,9302,2,0,1,0,1,0,0,1,820,3,2.02413e+13,2.02413e+14,3521.79,301,12,1,651,6,52110,2021,5,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,9302,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,1,99,0,1,0,1,1,1,0,0
2024,80767,3,2.02301e+13,1,1852.67,6,93,6037,31080,3,10,118004,0,0,1,0,1,0,0,99,841,2,2.02301e+13,2.02301e+14,1852.67,202,59,1,100,1,20000,1969,4,100,10,2,4240,7690,21,40,40,0,73,1,1,1,4240,7690,22,2,1,2,118004,69712,65000,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,1,1,0,0
2024,81666,3,2.02313e+13,1,2066.25,6,93,6037,31080,3,22,137101,1,1,1,0,1,0,0,1,842,3,2.02413e+13,2.02413e+14,2366.32,301,28,1,100,6,9900,0,1,612,10,2,4850,2670,21,40,40,0,81,1,1,1,4850,2670,22,2,1,9,137101,40000,40000,0,0,0,0,99999999,0,0,0,0,0,0,40000,0,2918,2918,12,788,644,26150,2,99,0,1,21,1,1,1,0,0
2024,82962,3,2.02312e+13,1,2809.02,6,93,6099,33700,2,10,200314,0,0,1,0,1,0,0,99,843,1,2.02312e+13,2.02312e+14,2809.02,101,53,2,200,4,60044,2001,4,0,10,2,3258,9480,28,997,32,0,123,1,1,1,3258,9480,28,2,3,9,200314,200215,2e+05,0,0,0,0,99999999,0,215,0,0,950,0,200215,0,33904,33904,24,12369,11333,179415,2,99,0,1,21,1,1,1,0,2
2024,80413,3,2.02413e+13,1,2392.45,6,93,6019,23420,2,10,204900,0,0,1,0,1,0,0,0,843,1,2.02413e+13,2.02413e+14,2392.45,101,39,1,804,1,9900,0,1,0,10,2,3870,9470,28,40,40,0,111,1,1,1,3870,9470,28,2,1,2,204900,110900,110000,0,0,0,0,99999999,0,900,0,0,8000,0,204900,0,21599,21599,22,11364,9292,177200,2,6,9,3,10,1,1,1,0,0
2024,82110,3,2.02413e+13,1,2170.93,6,93,6037,31080,3,10,305002,0,0,1,0,1,0,0,3,843,1,2.02413e+13,2.02413e+14,2170.93,101,51,1,100,1,9900,0,1,0,10,2,2600,6570,21,40,40,0,111,1,1,1,2600,6570,22,2,1,9,305002,155000,153000,0,0,0,0,99999999,0,2000,0,0,6000,0,305002,0,47244,47244,24,16142,14516,276852,2,99,0,1,0,1,1,1,0,0
2024,80782,3,2.02312e+13,1,2069.56,6,93,6037,31080,3,10,207745,0,0,1,0,1,0,0,1,843,1,2.02312e+13,2.02312e+14,2069.56,101,47,2,100,1,9900,0,1,0,10,2,2050,9160,21,20,20,0,123,1,1,1,2050,9160,22,2,1,1,207745,6045,5520,0,0,0,0,99999999,0,475,50,0,6000,0,207745,0,19935,19935,22,8874,7248,162396,2,99,0,1,0,1,1,1,0,1
2024,86527,3,2.02312e+13,1,2005.55,6,93,6083,42200,3,10,146743,0,0,1,0,1,0,0,0,841,3,2.02312e+13,2.02312e+14,2151.21,301,5,1,100,6,9900,0,1,100,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,146743,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,83019,3,2.02403e+13,1,2230.67,6,93,6111,37100,3,10,128564,0,0,1,0,1,0,0,0,842,3,2.02403e+13,2.02403e+14,2304.04,301,14,2,100,6,9900,0,1,0,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,128564,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,83710,3,2.02303e+13,1,4076.5,6,93,0,40140,3,22,253103,1,1,1,0,1,0,0,0,842,4,2.02303e+13,2.02303e+14,3784.45,301,13,2,100,6,9900,0,1,100,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,253103,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,6,10,3,0,1,1,1,0,0
2024,81753,3,2.02413e+13,1,1941.16,6,93,6037,31080,3,22,60000,1,1,1,0,2,3,7,99,730,5,2.02413e+13,2.02413e+14,2618.16,301,19,1,100,6,9900,0,1,100,34,1,0,0,0,999,999,0,81,1,1,1,0,0,0,1,0,0,60000,0,0,0,0,0,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,1,2,2,0,0
2024,80575,3,2.02302e+13,1,2613.88,6,93,6037,31080,2,10,111739,0,0,1,0,1,0,0,99,830,2,2.02302e+13,2.02302e+14,2613.88,202,80,1,651,1,50100,1974,5,0,36,1,0,0,0,999,999,0,111,2,1,2,0,0,0,1,0,0,111739,18400,0,0,0,16000,0,1900,0,500,0,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,0,2,1,1,0,0
2024,82761,3,2.02313e+13,1,1929.11,6,93,6059,31080,2,22,83204,1,1,1,0,1,0,0,2,720,4,2.02313e+13,2.02313e+14,1881.1,301,8,2,100,6,9900,0,1,100,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,83204,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,99,0,1,0,1,1,1,0,0
2024,82184,3,2.02313e+13,1,2310.32,6,93,6037,31080,3,22,135600,1,1,1,0,1,0,0,99,830,2,2.02313e+13,2.02313e+14,2081.12,301,2,1,100,6,9900,0,1,100,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,20000,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,1,99,0,1,0,1,2,2,0,0
2024,80782,3,2.02312e+13,1,2069.56,6,93,6037,31080,3,10,207745,0,0,1,0,1,0,0,1,843,2,2.02312e+13,2.02312e+14,2069.56,202,48,1,100,1,9900,0,1,0,10,2,2100,7270,21,60,60,0,123,1,1,1,2100,7270,22,2,1,7,207745,201700,2e+05,0,0,0,0,99999999,0,1650,50,0,0,0,0,0,0,0,0,0,0,0,2,99,0,1,10,1,1,1,0,1
2024,81309,3,2.02402e+13,1,2233.1,6,93,6037,31080,3,22,59001,1,1,1,0,1,0,0,99,600,2,2.02402e+13,2.02402e+14,2201.33,301,25,1,100,6,20000,2001,5,100,10,2,4055,8680,21,30,30,0,73,1,1,1,4055,8680,22,2,1,9,59001,17000,17000,0,0,0,0,99999999,0,0,0,0,0,0,17000,49,315,266,10,129,-125,3150,2,99,0,1,10,1,1,1,0,0
2024,82710,3,2.02413e+13,1,2114.95,6,93,6059,31080,2,22,48600,2,0,1,0,1,0,0,99,100,1,2.02413e+13,2.02413e+14,2114.95,101,60,2,100,1,9900,0,1,100,10,2,4510,8980,21,35,35,0,73,1,1,1,4510,8980,22,2,1,9,48600,45000,45000,0,0,0,0,0,0,0,0,0,0,0,45000,0,1730,1730,10,477,189,17300,2,99,0,1,21,1,1,1,0,0
2024,81794,3,2.02313e+13,1,1966.2,6,93,6037,31080,2,22,30000,1,1,1,0,1,0,0,99,720,1,2.02313e+13,2.02313e+14,1966.2,101,38,2,100,1,20000,1991,5,100,34,1,0,0,0,999,999,0,20,1,1,2,0,0,0,1,0,0,30000,0,0,0,0,0,0,99999999,0,0,0,0,0,0,27881,0,14,14,10,172,-25,144,2,99,0,1,0,1,1,1,0,0
2024,82278,3,2.02413e+13,1,2004.97,6,93,6037,31080,2,22,187250,1,1,1,0,1,0,0,2,843,5,2.02413e+13,2.02413e+14,2666.4,701,13,1,100,6,9900,0,1,100,0,0,0,0,0,999,999,0,1,0,0,0,0,0,0,0,0,0,187250,999999999,99999999,99999999,99999999,999999,999999,99999999,999999,9999999,9999999,9999999,999999,99999,99999999,9999,99999999,99999999,99,0,0,9999999,2,6,12,4,0,1,1,1,0,0
